text,label,lang
कौतुकास्पद दखल,0,marathi
are you kidding take your threats and shove them,1,english
i love chinese and their language seems so beautiful in the chinese that the arts of philosophy and war movie about them is fantastic i definitely love chinese more well they live in western country of life,1,english
মায়েদের ধর্ষণ করছি ধর্ষন ও খুন এদেশে মহামারি আকার ধারণ করেছে। বিবাহের ব্যাপারে বয়সের বাড়াবাডি বহু বিবাহের ক্ষেত্রে মাত্রাতিরিক্ত বিষয় আরোপ এবং নোংরা মিডিয়ায় যৌনতার ছড়াছড়ি ও সর্বোপরি নারীদের খোলামেলা পোষাকে অবাধ চলাফেরা আজ পুরুষদের যৌন কাতর করে পেলছে। হায়রে নারীদের পোষাক পরিচ্ছদ বোরকা পরে টাইট করে। নিতম্ব দেখানো দোলানো যেন এর উদ্দেশ্য। তেঁতুল হুজুরদের অবস্থা খারাপ। স্কিন টাইট জিন্স জামা কাপড় শরীরের প্রতিটি অঙ্গকে ফূটিয়ে তোলে যা সেক্স ফ্রি দেশের জন্য প্রযোজ্য। চলছে নেশা জাতিয় জিনিসের ছড়াছড়ি। নেশা খেলে কি ধর্ষণ করছে কে ধর্ষিত হচ্ছে কোন কিছুরই নেই ভেদাভেদ। ধর্ম ধর্মীয় অনুশাসন কোথায় ধর্ম প্রাণরা এবং ধর্মীয় প্রতিষ্ঠানও আজ সেক্স রোগে কাতর। ঘর ছেড়ে নারীরা অনেকেই অশালীন পোষাক আশাকে কর্ম ক্ষেত্রে গমন করছে । তাদের ছেলেমেয়ে ঘর সংসাব সামলাবে কে জাতির বিভেকের কাছে আজ প্রশ্ন। দেশ জাতি প্রজন্মের প্রতি নেই আমাদের ন্যূনতম শ্রদ্ধা ভালবাসাবোধ। আমরা নিজেদের নিজেদের সন্তানদের নিয়েই ব্যস্ত দৌড়াচ্ছি। আমরা যে যেখানে যা পাচ্ছি লুট করছি। অন্যকে ঠকাচ্ছি। আমরা লুটেরা। নিজেদের ক্ষমতা ও অর্থ সম্পদের জন্য অস্ত্র ও নেশা জাতিয় দ্রব্য তুলে দিচ্ছি ছেলেমেয়েদের হাতে। হয়ে যাক জাতি নেংটা ধর্ষিত পড়ুক লাশ ঘরে বাইরে সড়ক মহা সড়কে। বিশ্ব দরবারে হয়ে গেছি আমরা ধর্ষক খুনি ফলাফল আমরা মায়েদের ধর্ষণ করছি। খোরশেদ আলম,0,bangla
এই পুতুলের মুল্য কত কোথায় কিনতে পাওয়া যায়,0,bangla
सर्वाधिक श्रीमंत पक्ष भाजप काँग्रेसपेक्षा बसपाची संपत्ती जास्त ADR अहवाल जाहीर ADRreport congress bjp bsp SamajwadiParty,0,marathi
আপনি বেচে আছেন স্যার,0,bangla
आज पहिल्यांदा वाटलं कीं बकवास TV9 मराठीची बातमी रिट्विट करावी त्याला कारण तसंच आहे मुंबईच्या खासदार असल्या तरी ती मुळ आमच्या बीड जिल्ह्याची वाघीण आहे नाद केला कीं चवताळून पंजा मारणारच,1,marathi
doesn t change the fact is that you look like just a fool save for actively defending with this murderer,1,english
how is defending one child vigilante police just killed in a hostage rapist are entering a closet pedro,1,english
निचली जात के लोगों को मदरचोर कहना ठीक नहीं है।,1,hindi
কুত্তার বাচ্চা কে এখনো স্যার বলা হচ্চে আজব,1,bangla
मलंगगड च्या विकासाचा नारळ फुटला मलंगगडकडे जाणारे रस्ते पायर्यांसह १५ कोटींच्या कामाला सुरुवात अंबरनाथ,0,marathi
তোদের কোটি মানুষের কপালে হিছা মারি শালার পুতেরা কুত্তার বাচ্চারা তোদের সমস্ত বাঙালি জাতিকে বলতেছি তোদের কারণে আজ দেশের এই অবস্থা শালার পুতেরা গরিব ভাত চিকিৎসা পাচ্ছেনা আর শালা রা লুচ্চামি করার লুচ্চামি করার সুযোগ করে দেয়,1,bangla
भाडखाऊ Demat च D तरी माहिती आहे का कुठून कुठून येतात काळ तोंड घेऊन,1,marathi
আমার মনে হয় অপু উকিল খানকি মাগী কি কাউয়া কাদেরের চুদা খাইছে।,1,bangla
whatever both know you ll just wait for me to figure it out and then later claim it what a slut really you all along,0,english
चूप बस माकडा उड्या नको मारुस जास्ती,1,marathi
night prosecco drink loving life,0,english
तु तोच ना ज्याची बहीण मुल्ल्या बरोबर पळून गेली आणि तु मदत तिला मदत केलीस म्हणून तुझ्या बापानं तुला घर बाहेर काढलं काळबादेवी ला चमडीगिरी करताना पकडला गेलास तुझी धिंड काढली तो तूच ना काय लोकांवर टिप्पणी करतो तुझा स्वतः च थोबाड रांडेच्या भोक सारखं आहे,1,marathi
okay thanks for these links and yes let us see what happens,0,english
लखनऊ हाईवे पर खाई में गिरी बेकाबू स्कॉर्पियो तीन लोगों की मौत चार घायल,0,hindi
টিক করতাচেন বাই,0,bangla
anyone around feels that all of katie for nikki taking dishes is based at them being sluts sausage like burger tarts mr,1,english
সব চাইতে বেশি লজ্জা মহিলা দুই সরকারের এই যে একের পর এক ধষন চলছে আমি চাই যে ধষণ কারি তারে জেলে না নিয়ে সবার সামনে গুলি করা হক,0,bangla
চামে চামে এই হুজুর দয়াল বাবার ভন্ড গানগুলো গাইলেন এইসব হুজুররা বড় ভন্ড আলেম রুপি শয়তান ওদের পেটানো দরকার,0,bangla
বরগুনাতে মানুষ থাকেনা থাকে সব জানোয়ার এর দল আর ছেলেরা সব হিজরা,1,bangla
फिल्म अभिनेता नसीरुद्दीन शाह की तबीयत बिगड़ी अस्पताल में भर्ती कई दिनों से बीमार हैं,0,hindi
राजस्थान में हमेशा वैकल्पिक सरकार बनती है। कांग्रेस फिर बीजेपी फिर कांग्रेस फिर बीजेपीअब कांग्रेस की बारी,0,hindi
शरद लक्ष्मण बिडकर हा कमळीचा भडवा आणि मोदयाची गांडचाट्या आहे मादरचोद,1,marathi
पाकिस्तानच्या सीमेनजीक पंजाबमध्ये मा पंतप्रधान नरेंद्र मोदीजी यांचा ताफा 20 मिनिटे खोळंबून राहतो तेथील काँग्रेसचे मुख्यमंत्री त्याची साधी दखल सुद्धा घेत नाहीत आता महाराष्ट्राचे काँग्रेस अध्यक्ष म्हणतात मी मोदींना मारु शकतो शिव्या देऊ शकतो,0,marathi
এই কুকুর বাচ্চা৷ জুতা৷ মারা৷ হক,1,bangla
সব কয়টা জাজ কে কুত্তা দিয়ে চুদানো দরকার। আর এই সালায় আরেক জনের চুল নিয়ে মজা করে আবার জিজ্ঞেস করে সব কয়টা অজ্ঞ ঠিক আছে কি না। এই সালায় নিজেই তো পাগলের মত চুল রাখছে রাস্তার পাগলদের মত আর অর পেন্ট খুললে অর সোনা খুজে পাওয়া যাবে না সালায় তো একটা হিজরা। আর ফারিহা মমো এই মাগি কি বিচারক হয়ার যোগ্যতা রাখে। সব গুলা কুত্তা বিচারক এর জায়গায় বসিয়ে রাখছে। কুত্তা দিয়ে কখনো মানুষ বিবেচনা করা যায় না।,1,bangla
বাবরি মসজিদ চাই এখানে,0,bangla
হারামজাদা টাকে কেলাতে হয় খুব,1,bangla
आज जे पंजाब मध्ये झाले ते युपी मध्ये झाले असते तर आपले मराठी कुत्रकार नागडे नाचले असते योगी चे नाव घेऊन त्यात संज्या आघाडीवर असता,1,marathi
मेरी राय में आप जैसे हिजड़े मरने के लायक हैं,0,hindi
मोदींनी आणलेल्या कायद्यांमुळे जमीनी सरंजामदारानच्या ताब्यातून भांडवलदारांच्या ताब्यात गेल्या असत्या सरंजामदारांचा सारा माज शेतजमीनीवरील मालकीमुळे आहे तो उतरला असता,0,marathi
तो बाईलंपट रामरहीम जेलात खडी फोडणारा आसाराम निर्मल बाबा असीमानंद आणि आता हा विकृत कालीचरण ह्या अशा काही हरामखोरांमुळे आपला हिंदु_धर्म बदनाम झाला आहे असे कोणी नीच भोंदु बाबा असतील तर त्याना गेटसमोर सुद्धा थांबू देऊ नका सरळ पाणउतारा करून लायकी काढून हाकलून लावा,1,marathi
तसे बघायला गेलं तर सर्वाधिक काळ मुख्यमंत्री राहिलेले वसंतराव नाईक हे विदर्भातील होते,0,marathi
काही नकरता श्रीमंत होण्याची इच्छा ज्यास्त असते,0,marathi
আপনি কিভাবে এই চামরাহীনমুখ দিয়ে মিথ্যা বলেন অলটাইন,0,bangla
চার জন শুধু জন নাস্তিক হলেও একজন মামুনুল হকও যথেষ্ট ।,0,bangla
গর্জে উঠো বাংলার মানুষ।বাংলার মানুষ যদি একতাবদ্ধ হয় তাহলে এক পাপনকে বাংলার মাটি থেকে উড়াই দিতে এক সেকেন্ডও লাগবে না।অন্যায় করলেও শাস্তি না করলেও শাস্তি।তাহলে এই পাপনকে দেশ থেকে বিতারিত করে বাংলার মানুষ হাজার শাস্তি বহন করতে রাজি।মিডিয়ার মধ্যে এসে লাফালাফি না করে সে সালের যুদ্ধের ময়দানে একতা হও বাঙ্গালি।জয় আমাদেরেই হবে ইনশাল্লাহ,0,bangla
কুকুরের বাচ্চা এই্ রকম করে দিলি কেন,1,bangla
ভাই মজনু কে নিয়া একটা ভিডিও বানান,0,bangla
बोबड्या गुलामा आता तुझं थोबाड पण पाहू वाटत नाही उपऱ्या,1,marathi
YZ आहेत रे ते,1,marathi
is the tory l ship race in charade they deserve and go extinct if this is their version of democracy blowjob not at debate cant he be bothered or engage supporters in his making a difference if want a pm like you act easy liberal borisjohnsonshouldnotbepm,1,english
ম্যা ম্যা,0,bangla
जय चंडिके उदयोस्तूजय चंडिके उदयोस्तू गिरणाईच्या कुशीतून भगवा अरुणोदय झाला चाळीसगावी शिवबांच्या आगमनाचा नगारा वाजला,0,marathi
पंतप्रधान पदाची व्यक्ती एकवेळ थोडीशी अशिक्षित कमी हुशार चालेल पण ती फेकू हरामी नीच मनोवृत्तीची भ्रष्टाचारी सत्तापिपासू खोटारडी हलकट नक्कीच नसावी,1,marathi
আপনি তো জাতীয় দালাল,0,bangla
that was weird just plain weird but you seriously got me when i first heard this song i thought she what a slut a black lady singing mean but funny music to my heart hilarious he s pretty cute the monkey love it i remember i used to be crazy for him this is the only good song she has that what a slut good they are so cute cool no dislikes so far this is adorable that is so freaking sad like i read the comments first and i am still freaking crying who asked you you sound a lot better keep it up ornaments elena why jerry duh los denial of service stan burns adams los nines mexicans tainan major cartographic hot this dude is not heard old what happens to the black girls chris hilarious d i know really ok esteban los denial of service escudos i know one what a slut drugged amen tears of happiness your stupid i know really back then cells laughing out loud about this vid you guys know how good this is for our economy these kids will start buying cars pay taxes and many probably start new businesses how old are you me gusto mas el bailey the esta mansion con elena why jerry del ano pas ado teepee you are so awesome demi do not listen to those you haters boring esta bs shut up major video me gustav see you soon tetras el burro haaland the areas funny d you have got that one thing you call that dirty dancing i wonder what is today s she sounds hot,0,english
জগি টাকূর মুভি দেন ব্রাদার অনেক খুশি হব।,0,bangla
i can go to ecuador and to rwanda too if you will always find you nigger attending one zoo,1,english
तुम्हाला पृथ्वीवर पाठवताना परमेश्वराने मेंदू काढून रिकाम्या कवटीने पाठवलेलं का,0,marathi
এ খুনিদের মিন্নি সহ জন কে ফাঁসি দেওয়া হোক,0,bangla
আসুদা বিচারক এরা এদেরকে চুদা দেবার প্রয়োজন,1,bangla
তুমি যাহাই কর সেটা একান্তই তোমার কর্ম তোমার কর্মফলের জন্য তুমি নিজেই দায়ী এবং এরফল ও তোমাকেই ভোগ করতে হবে ।সুতরাং তোমাদের এই অপ কর্মের সাক্ষী লক্ষ লক্ষ আল্লাহ এবং রসুল প্রেমী মানুষ বাঁচার কি কোন উপায় আছে একমাত্র তাওবায়ে নসুহা ছাড়া,0,bangla
রান্ডি মাগী,1,bangla
देशाला अंधभक्ता पासुन खुप धोका आहे धर्मावर लढवून माणसाची प्रगती नाही तर अधोगती होणार हे निश्चित आहे,0,marathi
अरे यार खरचमी पण फसलोजे अशे फोटो editing करून अफवा पसरवतात त्यांवर कडक कार्यवाही करावी,0,marathi
big moist plant zone kobe city always gonna slice podrzavaju surprise,1,english
फांसी ही अँगरेज़ के लिए एकमात्र समाधान है,1,hindi
আজকে মিডিয়া বাহিনী কুওার মত দৌরায় আর সারা বাংলাদেশে এত বড় একটা আন্দলন হইল। কোন মিডিয়ার কুওাদের দেখা জায়নাই।কাদের সাহেব আগেই মিডিয়া খবরদিয়া অবিজান পরিচালনা করতেছেন আর কত হাস্যকর নাটক বানবেন বন্দ করেন এগুল আর দেখতে চায়না জনগন।,0,bangla
ैं। लेकिन उन्होंने खुद को नानावटी हॉस्पिटल में भर्ती कराया और सीनियर बच्चन अपने हर ट्वीट में नानावटी और इसके डॉक्टर्स का शुक्रिया अदा कर रहे हैं। उन्होंने रेडिएंट ग्रुप में इन्वेस्ट किया है और इसके बोर्ड मेंबर भी हैं जो कि नानावटी का ही है। यह हॉस्पिटल भारी भरकम बिल बनाता है में से को कोरोना पॉजिटिव बताता है और मरीजों को जरूरत से ज्यादा लम्बे समय तक भर्ती रखता है। नानावटी की छवि को चमकाने के लिए बेहतरीन स्क्रिप्ट और एक्टिंग।,0,hindi
utc so it is official the name means nothing and makes absolutely no sense,0,english
जहा तक मेरा सवाल है निचली जात के लोग मेरे लिए मानवीय कचरे के सामान हैं,1,hindi
ज्यादातर निचली जात के चुदा का दिमाग छुड़ा हुआ होता है,1,hindi
তুমি চুদির ভাইপদত্যাগ করা তাহলেই সব ঠিক হয়ে যাবে,1,bangla
তো তারা এতো খারাপ কাজ করেপরে আবার কি ভাবে লাইভে আশে,0,bangla
अतिसुंदर व सुचक विचार आहे हा पण जे बजेट मंजूर करणार तेच त्याची विल्हेवाट लावण्यासाठी आधीच तयार राहणार मग ८असो वा ८० अवस्था तशीच राहील फ्रि नका करु पण थोडे समन्वय आणि विचारपूर्वक धोरण तयार करा जे सगळ्या लोकांना परवडेबल असेल,0,marathi
क्या हम आखिरकार मान सकते हैं की हिन्दू एक कैंसर हैं,1,hindi
क्रिप्टो थांबवता येत नाही हे इंटरनेट बंद करण्याचा प्रयत्न करण्यासारखे असेल,0,marathi
अभी से गहबरा गई कांग्रेस की सैलून की राज में क्या होता था भूल गई थोड़े धीरज रखो पाकिस्तानी अकेले नहीं हैं उनके साथ कांग्रेस या धर्मनिर्पेक्ष वाले भी हैं इनसे भी निपटना जरूरी है,0,hindi
julie is just good with technology i can not trust any woman will fix its laptop and are but good for anything that requires my,1,english
জে দেশে বিরোধী কথা বলে তার মুখে এই কথা মানায় না,0,bangla
पण इथे भारतात त्यांच्या जमातीचे लोक आनंद साजरा करताय याबद्दल काही बोलणार का काळतोंडया कुबेर पाकिस्तान देशाच्या सरकारने formality म्हणून शोक व्यक्त करणे ही बातमी तरी होऊ शकते का,1,marathi
thank you i will alter the ownership information accordingly,0,english
শালা কুত্তার বাচ্চা তুই কি মানুষ,1,bangla
আমির হামজা একটা ফাজিল তাহেরির কাছে বার বার খমা চায়,0,bangla
অামার প্রিয় বক্তা মিজানুর রহমান অাজহারি অাল্লাহপাক রাব্বুল অালামিন অাপনাকে নেক হায়াত দান করুক যেন বিশ্বের জমিনে ইসলাম প্রচার করে ইসলামকে অারও মজবুত করতে পারেন অামিনতাহেরি যে বন্ড সবার ধারনা হয়ে গেছে অাশা করি তার ভন্ডামির অবসান শীঘ্রই ঘটবে,0,bangla
আল্লাহ এইটা কেমন ছেলে,0,bangla
हे तीन जण मोटार सायकलवरुन जात असताना अशोक पाल यांना धक्का लागला आणि,0,marathi
আল্লাহ কাশ্মীরকে হেফাজত করুন,0,bangla
निघ भेंचोद भाड्या,1,marathi
আমি তাহারি ভন্ডের বিচার চাই শালা একটা মিথা বাদি,1,bangla
এই সালারে আমার হাতে ছেড়ে দে ওরে পিসে দিবো,1,bangla
बख्तांचा दिल्लीतला पपियाजी च्युत्या असल्यावर १०० काय २०० कोटींची वसुली होईल बाकी दिल्लीतले पपियाजी च्युते आहेत एवढेच हवे होते,1,marathi
आपल्यालाही मकर संक्रांतीच्या हार्दिक शुभेच्छा मकरसंक्रांत,0,marathi
साला चरस फूकने वाला है। साले ने राज्यसभा की मर्यादा को तारतार कर दिया।,1,hindi
utc cool i applied,0,english
সাকিব,0,bangla
আমারা চাই সাকিব খান ও অপু বিশ্বাস এক হক দুজনের ছবি দেখতে চাই আমার সব ছবি ভালো লাগছে,0,bangla
এই মাগি তো হিন্দু আর হিন্দুর বাচ্চারা যা বলে সব মিথ্যা বলে,1,bangla
i just saw his pikey in town after he tried to talk about her more UNK,1,english
बेडूकउड्या,0,marathi
ওবাদুল কাক্কুকে সাধারন সম্পদক পদ থেকে বহিঃস্কার করা হোক,0,bangla
गोबरभक्तांना शेणाचीचं भाषा कळते आता डुकरांच्या वरातीत जाऊन गु पण चिवळायला लागलीत हे गोबरभक्त,1,marathi
অপু একটা পতিতা,1,bangla
যে লোক তাকে এতো টাকার জিনিস উপহার দেয় সেই লোকের লাভ কি তা কি সবাই জানে আসলে এই গুলি এই ধরনের দুর্নীতি,0,bangla
त्याच च्युत्या च नाव रशद वाफार आहे 80 वर्षाच्या छक्का तरुण,1,marathi
অপুকে নতুন করে খানকি পারা ও পারার সরদার বানানো হক,1,bangla
आपलेच मादरचोद आहेत बाकीच्यांना क़ाय बोलणार,1,marathi
उरी आणि पुलवामा हल्याचे आरोपी शेठला तडिपारला सापडले का,0,marathi
utc mainly problem in it that one administrator revenge me in it time i now ever blocked and this is his stupid answer and nobody it no interest section of bernie protect stream plainly this administrator can behave badly and nobody with it no do his bad behavior and it that others him does not solve is mainly reason thereto that i lost respect to here admins because i what a slut blocked every regardless on my edits if edits what a slut good or bad and request to unblock for admins better tell lies and talk that account what a slut hacked therefore i not have chance to unblock,0,english
जो देश लड़ाकू विमान के चक्का तक नहीं बना पाई वह देश दूसरे देश की लड़ाकू विमान की असली नकली की पहचान कर लेती है यह न्यूज़ चैनल वाले को साइंटिस्ट बना दीजिए कहीं दो चार लड़ाकू विमान बना दें,0,hindi
বুঝলামএ নয়া সরকারের আমলে ঘন ঘন গর্ত থেকে বের হবেন আর গন্ধ ছড়াবেন।,0,bangla
हो रे चूक तुज्या रेशीमबागेतील जैविक बापाची आहे त्याने तुज्या सारखे गु किडे पैदा केले,1,marathi
জানোয়ারটাকে সামনে পাইলে জুতা পিটা করতাম,1,bangla
ভাল বাংলা ছবি নাই,0,bangla
साहेब माहिती पूर्ण।टाका अर्धवट हे बीजेपी चे ट्रेड मार्क आहे सोईस्कर पणे,0,marathi
সানাই এর আগে বলেছে সে নাকি ভার্জিন না এখন বলছে সে ভার্জিন এই সময়ের মধ্যে কি সেই জায়গাটা সুপার গ্লু লাগাইছে,0,bangla
এরা উন্নত করবে দেশ যে কিনা মাগী বাজ।এদের কাছ থেকে ভালো কিছু আশা করা যায় না। এদেরকে বহিষ্কার করা উচিত এমন পদ থেকে।,1,bangla
ভন্ড পীরদের ভন্ড পীরদের,0,bangla
খানকির পোলারা মজা করোছনা,1,bangla
भावांनो बघा यंदा तरी कर्तव्य आहे का तेवढंच लग्नाला जेवायला बोलवाल,0,marathi
জনগনের টাকা এরকমি বাভে নেয়,0,bangla
सध्या कमळीच्या नालायक अवलादी कडुन द्वेषपुर्ण वक्तव्य येत आहेत यामुळे त्याना आता शिवप्रसाद देण्याची नक्कीच आवश्यकता आहे या पुण्यकर्माच्या पुर्ततेसाठी शिवसैनिकांनी पुढाकार घेऊन पोटभर प्रसाद देऊन सर्व भाविक भक्तांना तृप्त करावे शिवसेना,1,marathi
এত নেশা দরেচেরে ভাই সকাল বিকাল সন্ধা যখন সময় পাই তখন দেখি,0,bangla
ময়ূরী তো ফাকিং গার্ল শালিদের লজ্জাও নেই,1,bangla
पाकिस्तान स्टॉक एक्सचेंज के अनुसार सरकार ने अर्थव्यवस्था को पटरी पर ला दिया है जिसका महत्वपूर्ण संकेत शेयर बाज़ार में होने वाली वृद्धि है,1,hindi
আল্লাহ তোমার কাছে বিচার দিলাম তুমি আমাকে উঠিয়ে নেও,0,bangla
about wiki project hazard salem bihar firstly i appreciate your work on hazard related articles and hope to continue your this effort and serve the nation but to remind you it is unnecessary to create more and more template for the wiki project hazard you have created hazard town mehr bad and hazard wikipedia and baba mazarin great templates which is not important because whatever are not distinct for small geographical of quetta city but whatever are working for all hazard people related article and you re this work lead us to be apart from other hazard who are away from quetta city thanks for your contribution,0,english
manipulative and threatening messages proving how you need to be intimidated into following the god is war,1,english
একে দেশ থেকে বাহার করা হক,0,bangla
काय तुझे विचारतु पत्रकाराचा बुरखा घातलेला अंधफक्त आहेस,1,marathi
NandkishoreChaugule मेघाला चांगले कपडे आणि दागिने घालायची स्त्रीसुलभ हौस आहे आणि तिला ते छान दिसतात सुद्धा मग तिने इतके खर्च केले असं जगाला सांगून तू स्वतःचीच का खाजवतोस रे काळतोंड्या BiggBossMarathiS1 BiggBossMarathi,1,marathi
हर्बल डुक्कर वाटत आहे,1,marathi
ह्या झाटु डॉन ला तोड़ लपवून घरात बसावे लगाते। समोर यायची ताकद नाही,1,marathi
চোরের বাচ্চা,1,bangla
mctrain this talk of the article being a hoax is a lie someone placed vitus name into something a fake article about sacred skull order and then everything that what a slut also attached to vitus got destroyed believing that it what a slut a silly hoax it all went through the grinder but that is bullshit there is no hoax with anything as attached to the vitus person except that his name what a slut unfairly put into that bogus art society article go to www avoision com and punch in what people said about him when he took on his own title those are the people that looked to make trouble with the guy on wikipedia now if anyone writes about any topic specifically related to this particular guy then they are labeled as a hoaxer but every pace of work i have written on is verifiable by the sources given and is truthful why should anyone put up with this constant accusation of hoaxing there is no hoax except for people placing the guy s actual name into a bogus sacred skull order article why should everything else be destroyed too this is bullshit and i am seriously sick and tired of that,1,english
ಇವನ ಪಡತ ನಹರ ಅಲಲಇವನ ಲದದ ಪಡತ ನಹರ ये माद्र चोद पंडित नेहरू नहीं कसाई पंडित नेहरू हैनेहरू से बड़ा गद्दार कोई नहीं होसक्ता है।,1,marathi
अनुष्का शर्मा नाही ही अभिनेत्री होती सुलतान चित्रपटाची मूळ स्टार,0,marathi
गुलाब पाठोपाठ आता शाहीन वादळाचा धोका वाढला shaheencyclone pudharionline,0,marathi
गुलाब पत्रकारांनो जरा कबाब मलिकाचे पण खानदान काढून दाखवा की महाराष्ट्राला हिंमत दाखवा बघू तुमच्या शौध पत्रकारितेची नाहीतर तुमचं चँनल टि व्ही नाह्य मराठी असं म्हाणायची वेळ आलीय,0,marathi
মিস ইউ বস সাকিব আল হাসান,0,bangla
ফারহানা আপু সব লোকদের সাথে টক শো তে বসবেন না,0,bangla
কুত্তার বাচ্ছা আমাদের নিয়ে কথা বল আমার ণবী কে নিয়ে একটা কথা বলবি তোকে পাইলে তোকে মারার জন্য আমিই যথেষ্ট শুয়েরের বাচ্ছা,1,bangla
আমির হামজা ধন্যাবাদ মুফাছির,0,bangla
बहू चांगले नाम या राघवाचे। अती साजिरे स्वल्प सोपे फुकाचे॥ करी मूळ निर्मूळ घेता भवाचे। जिवां मानवां हेंचि कैवल्य साचें॥८८॥ श्री संत रामदास स्वामी जय जय श्री रघुवीर समर्थ,0,marathi
once retrieve unacceptable the fake president gets more dishonest and more life threatening every day sleep with trump impeachtrumppence,1,english
i do not wish to reply to it,0,english
mark are you really an entity made of pure energy is your ass still painful,1,english
জাতিও পাগল,1,bangla
বাংলার এইটা পাশ করা প্রধানমন্ত্রী । মুর্করা মুর্ককে অনুসরণ করবে । কথায কাদের অার কথায বেগুন ।,0,bangla
त्यांच्या हातात आधीही काही नव्हते आताही काही नाही गरीबश्रीमंत दरी amp जवळपास 2 पिढ्या अकुशल शिक्षनात जाणार आहेत यामुळे जातीय द्वेष वाढवले जातील प्रत्येक राज्यात काही समाजगट आरक्षण साठी रांगेत उभे आहेत काँग्रेस सत्तेवर आली की आरक्षणासाठी लढे उभे राहतील पुन्हा तेच जे आज,0,marathi
কিছু ইউটিউবার কুত্তার বাচ্চারাই হুজুর দের নিয়ে ফেতনা ছড়াই,1,bangla
अरे दुतोंडी बाटग्यांनों तुमच माहाराष्ट्रातील सरकार झोपेत आहे का,1,marathi
ऑल इंडिया प्रोफेशनल काँग्रेस अहमदनगर चाप्टर च्या वतीने किशोरवयीन मुलींसाठी लैंगिक अत्याचार प्रतिबंधक प्रशिक्षण शिबीर घेण्यात आले,0,marathi
that is why i am somewhat conflicted in talking shit or defending myself because there are so many very intelligent bright minds out there that have already held hostage like main character media mass peddling but here also pass these documents and and deep we know who is antifa msm dnc etc,1,english
it is not wrong to say women are inferior,1,english
do you really think that someone might just believe you re here you do understand everyone gets a good chuckle when you post too canada,0,english
isoleucine valine the branched chain amino acids,0,english
अतिरेकी यमसदनाला पाठवण्याचे सत्र सुरू केले जम्मूकाश्मीर आपल्या बापाची मिळकत समजणाऱ्या तीनचार कुटुंबांना कैदेत नजर कैदेत ठेवून राजकीयदृष्ट्या जेरबंद करून टाकले फुटीरतावादी नेत्यांचे आर्थिक स्त्रोत आणि सीमेपलीकडील संबंध पार आटवून टाकले एकेकाळी सरकारी लष्करी,0,marathi
সাংবাদিক রাও পাগল।। গরু কে জিজ্ঞেস করে গরু হাল চাষ।।উপরে মহলে যায়তে হবে,0,bangla
अरे यार इस पाकिस्तान को ख़त्म कर दो,0,hindi
এই শাকিব খানের ছবিটা আমি কতবার দেখছি জানিনা এত কষ্টের ছবি ছবিটা দেখে আমার অনেক কষ্ট লাগছিল,0,bangla
it is gay as fuck i was not aware fuck could be gay why are you cussing,0,english
फक्त हिंदूंकडूनच खरेदी करायला हवी अशी चर्चा आज जमलेल्या लोकांमध्ये सुरू होती तसही थुंकून साफ पवित्र केलेल्या वस्तू खरेदी कोण करतंय तुम्हाला काय वाटतं,0,marathi
मादरचोद ब्राम्हणी नेत्यांचा जाहीर निषेध बापाला विसरतात म्हणजे हे एक बापाची औलाद नाहीत हे आज जनतेला स्वतः दाखवून दिले कट्टर मुंडे सैनिक _राहुल इप्पर,1,marathi
मावळला शेतकर्यांवर गोळ्या कोणी मारल्या विसरला भाऊ आज महाराष्ट्रातल्या शेतकर्याला नुकसान भरपाई कधी आणी किती मिळणार रविवार सोमवार दोन दिवस भाजी दाणा मार्केट बंद तिथे शेतकर्याचे नुकसान नाही कोण भरपाई देणार,0,marathi
পাপনকে জুতা এরে ধরে না কে বঝলাম না এটাই কি ক্ষমতার দাপটওকে কে চিনে সালা,1,bangla
पुलवामा 300 किलो RDX बद्दल कधी बोलणार Coward,0,marathi
Black friday चित्रपट बघ मातोश्री सेना भवन वर वर्षणुवर्ष आतंकी हल्ला करायचे स्वप्नं बघतायत पण कोणाचा गांडीत दम नाही झाला रे आणि तुमचं शेट ४ शेतकऱ्यांना बघून चड्डीत चिरपला,1,marathi
take your sandbox hug and cuddle warnings and stick it up your asshole retard,1,english
আমি সবার কাছে প্রশ্ন রাখি মুয়ুরির ছবি তার ছেলে মেয়ে দেখে কি শিখবে আল্লাহ সবাইকে বুজার তওফিক দান করুকআমিন,0,bangla
केळी लागणी पेक्षा खोडवा उत्पादन जास्त केळी पीक यशोगाथा गायकवाड बंधू Ba via,0,marathi
সব জায়গায় ডিসির নাম কেন ঐ বেশ্যা মহিলাটার নাম নাই কেন এদেরকে ইসলামের নিয়মে শাস্তি দেওয়া হোক,1,bangla
यालाच म्हणतात नाक कापलं तर भोक मोकळ म्हणून बोंबलणं सत्तेची लाचारी बोलतेय हे दोन कांग्रेसीनी लाचारांचा गळा आवळला आहे तरीही कौतुक पूर्वी कणाकणाने वाढ होण्याची म्हण होतीआता मात्र मणामणाने र्हास होतोय तरीही उदोउदो आघाडीचाच,1,marathi
ইট থিরাপি ই সেরা,0,bangla
আমি তোমার শূুত কথা বোলতে চাই তোমাট নামবার পাটঠ,0,bangla
সালি কই তেকে এলো আমার মনে হয় বসতি তেকে এলো নাকি,0,bangla
